Order_ID,Customer_ID,Customer_Name,Product_Name,Product_Category,Quantity,Unit_Price,Revenue,Profit,Order_Date,Region,State_City,Profit_Margin_Pct,Revenue_Per_Customer,Avg_Order_Value,Order_Year,Order_Month,Order_Quarter
ORD004644,CUST01148,Sarah Booth,Photo Frame,Home Decor,5,13226.41,66132.05,6369.15,2023-10-14,West,Mumbai,9.63,569468.6,56994.15,2023,10,4
ORD001681,CUST01679,Donald Flores,Rice Bag,Groceries,1,20059.72,20059.72,1407.82,2025-03-03,North,Delhi,7.02,167999.71000000002,56994.15,2025,3,1
ORD001129,CUST00925,Danielle Murray,Football,Sports,3,16248.82,48746.46,7406.68,2025-12-16,East,Bhubaneswar,15.19,103820.53,56994.15,2025,12,4
ORD004687,CUST00512,Curtis Taylor,Tennis Racket,Sports,2,12696.52,25393.04,7516.13,2023-10-03,East,Patna,29.6,321119.87,56994.15,2023,10,4
ORD001543,CUST01592,Nicolas James,Curtains,Home Decor,5,10212.63,51063.15,4856.22,2023-05-30,South,Hyderabad,9.51,110071.70999999999,56994.15,2023,5,2
ORD005791,CUST01432,Justin Foster,Desk Organizer,Stationery,4,434.95,1739.8,412.2,2024-09-26,East,Guwahati,23.69,242256.92,56994.15,2024,9,3
ORD007127,CUST01324,Matthew Watts,Backpack,Stationery,1,1692.9,1692.9,246.01,2024-05-26,North,Jaipur,14.53,566032.62,56994.15,2024,5,2
ORD002473,CUST00404,Kathleen Webster,Wall Art,Home Decor,2,23066.03,46132.06,9452.27,2024-10-12,North,Delhi,20.49,536467.7,56994.15,2024,10,4
ORD004828,CUST01692,Julie Anderson,Bicycle,Sports,8,12782.8,102262.4,18833.8,2024-11-12,East,Kolkata,18.42,189464.02,56994.15,2024,11,4
ORD006994,CUST01707,Jessica Cobb,Rug,Home Decor,1,22071.79,22071.79,3873.13,2024-02-08,East,Kolkata,17.55,474555.08,56994.15,2024,2,1
ORD002481,CUST01146,Kristin Huerta,Bluetooth Speaker,Electronics,5,23236.41,116182.05,20718.41,2025-09-20,West,Mumbai,17.83,436790.14,56994.15,2025,9,3
ORD004846,CUST00556,Nicole Gonzalez,Office Chair,Furniture,8,22479.93,179839.44,21943.74,2024-10-13,West,Ahmedabad,12.2,774370.1699999999,56994.15,2024,10,4
ORD002120,CUST00564,Veronica Silva,Photo Frame,Home Decor,4,20764.13,83056.52,17645.01,2024-10-18,South,Bengaluru,21.24,504575.85,56994.15,2024,10,4
ORD001464,CUST00832,Richard Stevens,Snack Box,Groceries,2,21886.91,43773.82,3703.45,2023-09-17,West,Ahmedabad,8.46,220452.45,56994.15,2023,9,3
ORD002550,CUST00600,Susan Thompson,Laptop,Electronics,1,19984.93,19984.93,5938.31,2023-06-15,North,Lucknow,29.71,89673.59,56994.15,2023,6,2
ORD003227,CUST00400,Hannah Luna,Tablet,Electronics,8,3603.75,28830.0,9921.07,2025-03-31,South,Bengaluru,34.41,240086.22,56994.15,2025,3,1
ORD002148,CUST00526,Joseph Shaw,Desk Organizer,Stationery,7,18912.21,132385.47,22669.64,2023-05-18,South,Kochi,17.12,577956.85,56994.15,2023,5,2
ORD007498,CUST01799,Jeremy Mosley,Notebook,Stationery,1,7339.59,7339.59,2390.48,2024-11-08,North,Chandigarh,32.57,335530.97,56994.15,2024,11,4
ORD004292,CUST00610,Casey Chase,Rice Bag,Groceries,2,16496.01,32992.02,10568.61,2024-10-07,West,Pune,32.03,211713.49,56994.15,2024,10,4
ORD005424,CUST01605,Jason Hayes,T-Shirt,Clothing,3,20123.1,60369.3,8509.8,2023-10-05,West,Surat,14.1,588497.04,56994.15,2023,10,4
ORD005322,CUST01560,Harold Garrett,Rice Bag,Groceries,1,778.64,778.64,181.86,2023-06-15,North,Delhi,23.36,238572.49,56994.15,2023,6,2
ORD000493,CUST01466,Dr. Nicole Trujillo,Jeans,Clothing,2,23117.17,46234.34,15079.01,2025-08-30,South,Chennai,32.61,92036.47,56994.15,2025,8,3
ORD002846,CUST00454,Cynthia Vang,Tablet,Electronics,5,8608.61,43043.05,10275.3,2024-03-02,East,Bhubaneswar,23.87,117406.65,56994.15,2024,3,1
ORD004663,CUST00748,Dana Bennett,Yoga Mat,Sports,1,17520.24,17520.24,876.28,2024-11-11,West,Mumbai,5.0,259674.54,56994.15,2024,11,4
ORD003046,CUST01771,Michael Nixon,Rug,Home Decor,8,23526.6,188212.8,28080.01,2024-07-24,West,Surat,14.92,545327.16,56994.15,2024,7,3
ORD005140,CUST01691,Kim Beltran,Smartphone,Electronics,1,18636.82,18636.82,2081.24,2023-06-27,East,Kolkata,11.17,18636.82,56994.15,2023,6,2
ORD007314,CUST01039,Samuel Suarez,Headphones,Electronics,2,2013.12,4026.24,276.36,2023-10-17,North,Lucknow,6.86,179806.22,56994.15,2023,10,4
ORD001967,CUST01697,Michael Ortega,Laptop,Electronics,1,4844.4,4844.4,1056.39,2023-01-03,North,Lucknow,21.81,593780.84,56994.15,2023,1,1
ORD003600,CUST00207,Bryan Herrera,Camera,Electronics,2,14367.46,28734.92,6901.37,2024-12-21,West,Pune,24.02,41592.04,56994.15,2024,12,4
ORD003646,CUST01639,Lee Stewart,Coffee Table,Furniture,5,1319.19,6595.95,1440.78,2024-04-11,South,Bengaluru,21.84,48874.43,56994.15,2024,4,2
ORD006249,CUST01769,Karen Thomas,Yoga Mat,Sports,2,6054.65,12109.3,681.45,2025-01-14,East,Kolkata,5.63,349182.46,56994.15,2025,1,1
ORD007637,CUST01614,Brittany Melton,Tennis Racket,Sports,1,4844.64,4844.64,1663.33,2024-03-16,West,Mumbai,34.33,241874.01,56994.15,2024,3,1
ORD007690,CUST01292,Christopher Jones,Office Chair,Furniture,3,2945.64,8836.92,2579.35,2025-01-16,South,Hyderabad,29.19,79013.59999999999,56994.15,2025,1,1
ORD005506,CUST01158,Heidi Brown,T-Shirt,Clothing,4,12326.2,49304.8,14494.2,2025-05-10,West,Mumbai,29.4,475664.26,56994.15,2025,5,2
ORD007718,CUST01040,Corey Whitaker,Dining Table,Furniture,7,12233.06,85631.42,15035.1,2023-10-08,West,Pune,17.56,289014.27,56994.15,2023,10,4
ORD003675,CUST01741,John Vaughn,Wall Clock,Home Decor,1,9192.34,9192.34,952.61,2023-03-26,West,Surat,10.36,262325.67,56994.15,2023,3,1
ORD004323,CUST00283,Jessica Garcia,Hoodie,Clothing,7,16282.21,113975.47,30989.04,2024-01-18,South,Chennai,27.19,485689.22,56994.15,2024,1,1
ORD007621,CUST01358,Tonya Ellis,Jacket,Clothing,1,10954.03,10954.03,1537.13,2025-10-14,North,Delhi,14.03,116519.04,56994.15,2025,10,4
ORD001925,CUST01625,Amanda Nash,Sneakers,Clothing,8,22534.05,180272.4,25431.42,2024-08-13,East,Kolkata,14.11,383721.54,56994.15,2024,8,3
ORD004794,CUST00099,Jessica Smith,Jacket,Clothing,5,7893.99,39469.95,2895.11,2024-08-12,North,Delhi,7.33,279243.70999999996,56994.15,2024,8,3
ORD004055,CUST00151,David Wright,Notebook,Stationery,7,24245.38,169717.66,57326.23,2023-07-30,South,Kochi,33.78,456349.81,56994.15,2023,7,3
ORD003969,CUST00810,Heather Page,T-Shirt,Clothing,8,8185.57,65484.56,9957.48,2024-06-02,East,Bhubaneswar,15.21,291876.71,56994.15,2024,6,2
ORD004013,CUST01341,Theresa Wilkins,Coffee Beans,Groceries,2,20024.76,40049.52,9356.46,2024-06-02,West,Ahmedabad,23.36,87011.12,56994.15,2024,6,2
ORD005634,CUST00337,Daniel Kane,Wall Art,Home Decor,6,19463.88,116783.28,36341.96,2025-10-20,East,Bhubaneswar,31.12,414833.18,56994.15,2025,10,4
ORD002816,CUST00291,David Smith,Running Shoes,Sports,7,13442.48,94097.36,22891.93,2025-05-22,North,Chandigarh,24.33,337609.39,56994.15,2025,5,2
ORD002108,CUST00328,Trevor Johnson,Tablet,Electronics,5,16076.79,80383.95,17677.01,2025-07-06,East,Kolkata,21.99,435206.70999999996,56994.15,2025,7,3
ORD000159,CUST00057,Timothy Duncan,Smartphone,Electronics,4,21449.21,85796.84,20952.79,2024-02-28,East,Guwahati,24.42,351038.42,56994.15,2024,2,1
ORD002218,CUST01640,Whitney Gomez,Dining Table,Furniture,2,14910.89,29821.78,5099.03,2024-08-27,North,Jaipur,17.1,368297.59,56994.15,2024,8,3
ORD005260,CUST01751,Nicole Acosta,Rice Bag,Groceries,2,981.77,1963.54,531.35,2024-05-30,West,Surat,27.06,157629.47,56994.15,2024,5,2
ORD004779,CUST01583,Michael Woods,Camera,Electronics,2,4243.81,8487.62,2254.78,2025-07-14,South,Bengaluru,26.57,71830.3,56994.15,2025,7,3
ORD006409,CUST01058,Brian Hunt,Desk Organizer,Stationery,5,23587.28,117936.4,30277.88,2025-09-26,South,Bengaluru,25.67,766783.71,56994.15,2025,9,3
ORD002425,CUST00787,Lisa Cervantes,Desk Organizer,Stationery,1,4179.47,4179.47,415.28,2025-07-15,East,Bhubaneswar,9.94,362570.89999999997,56994.15,2025,7,3
ORD003682,CUST00865,Austin Baker,T-Shirt,Clothing,8,18995.8,151966.4,9427.48,2023-11-09,East,Patna,6.2,339726.44,56994.15,2023,11,4
ORD004018,CUST00588,Jeremy Scott,Yoga Mat,Sports,4,9587.63,38350.52,8251.45,2024-08-05,East,Patna,21.52,293193.51999999996,56994.15,2024,8,3
ORD004826,CUST00560,Louis Martin,Table Lamp,Home Decor,8,14067.69,112541.52,9275.13,2025-10-03,East,Kolkata,8.24,511710.57,56994.15,2025,10,4
ORD007599,CUST00138,Courtney Gonzalez,Coffee Table,Furniture,1,2127.83,2127.83,623.88,2025-06-15,West,Ahmedabad,29.32,163044.69,56994.15,2025,6,2
ORD006457,CUST00241,Andrew Avila,Notebook,Stationery,5,5067.16,25335.8,6651.33,2025-02-19,North,Chandigarh,26.25,118387.52,56994.15,2025,2,1
ORD000763,CUST01514,Morgan Cummings,Curtains,Home Decor,4,4494.13,17976.52,2878.32,2023-10-01,North,Delhi,16.01,343929.09,56994.15,2023,10,4
ORD001093,CUST00498,James Bradley,Bookshelf,Furniture,6,16104.58,96627.48,6978.52,2025-10-03,South,Kochi,7.22,335685.8,56994.15,2025,10,4
ORD007817,CUST01640,Whitney Gomez,Sketchbook,Stationery,5,17820.46,89102.3,6720.57,2023-01-19,North,Lucknow,7.54,368297.59,56994.15,2023,1,1
ORD005954,CUST00355,Patricia Le,Yoga Mat,Sports,8,19574.7,156597.6,13749.59,2025-07-14,East,Guwahati,8.78,558850.63,56994.15,2025,7,3
ORD002388,CUST00995,Anthony Armstrong,Bed Frame,Furniture,1,2133.96,2133.96,610.66,2023-07-22,North,Delhi,28.62,241284.72,56994.15,2023,7,3
ORD006173,CUST00564,Veronica Silva,Office Chair,Furniture,2,2344.56,4689.12,1416.31,2024-10-29,South,Chennai,30.2,504575.85,56994.15,2024,10,4
ORD005504,CUST01377,Karen Fernandez,Notebook,Stationery,4,7114.44,28457.76,2661.33,2025-10-12,South,Chennai,9.35,111736.66,56994.15,2025,10,4
ORD007559,CUST00022,Patty Perez,Office Chair,Furniture,6,23587.97,141527.82,33923.48,2024-12-21,South,Kochi,23.97,216911.34,56994.15,2024,12,4
ORD003920,CUST01344,Kyle Black,Dress,Clothing,3,21875.26,65625.78,8134.5,2025-06-01,South,Chennai,12.4,176494.47,56994.15,2025,6,2
ORD003172,CUST00753,Michael Fuentes,Bicycle,Sports,8,15574.99,124599.92,12111.43,2024-08-15,East,Guwahati,9.72,256583.25,56994.15,2024,8,3
ORD000885,CUST00154,Devon Flores,Smartphone,Electronics,4,11783.54,47134.16,7801.56,2025-09-25,North,Jaipur,16.55,238531.44,56994.15,2025,9,3
ORD007009,CUST00321,Susan Turner,Football,Sports,1,903.79,903.79,207.46,2023-08-10,South,Bengaluru,22.95,261806.50000000003,56994.15,2023,8,3
ORD002345,CUST01333,Michael Martin,Coffee Beans,Groceries,1,17504.37,17504.37,5099.33,2025-10-25,East,Guwahati,29.13,278624.16,56994.15,2025,10,4
ORD002778,CUST00638,Randy Cannon,Sneakers,Clothing,6,3184.63,19107.78,5977.38,2023-06-16,North,Lucknow,31.28,383413.93,56994.15,2023,6,2
ORD004977,CUST00747,Michael Henry,Table Lamp,Home Decor,1,7130.7,7130.7,2225.62,2023-11-15,East,Kolkata,31.21,224921.52,56994.15,2023,11,4
ORD002259,CUST01016,Lori Flowers MD,Bluetooth Speaker,Electronics,8,19570.31,156562.48,25057.38,2023-12-09,East,Patna,16.0,348491.77,56994.15,2023,12,4
ORD006871,CUST00834,Tyler Harris,Rug,Home Decor,5,15178.53,75892.65,15055.11,2024-02-26,South,Kochi,19.84,157621.99,56994.15,2024,2,1
ORD007355,CUST00739,Mr. David Wright,Sketchbook,Stationery,2,4484.65,8969.3,1868.7,2025-10-31,West,Mumbai,20.83,123249.19,56994.15,2025,10,4
ORD002557,CUST00893,Jake Shaw,Laptop,Electronics,1,17850.08,17850.08,4754.03,2023-10-20,West,Surat,26.63,403257.81,56994.15,2023,10,4
ORD005422,CUST00255,Cynthia Moore,Yoga Mat,Sports,1,9053.09,9053.09,614.48,2024-12-15,North,Lucknow,6.79,333220.42,56994.15,2024,12,4
ORD001410,CUST01683,Charles Bush,Sofa,Furniture,7,1336.93,9358.51,681.6,2024-07-14,North,Jaipur,7.28,315185.98,56994.15,2024,7,3
ORD004829,CUST00002,Noah Rhodes,Backpack,Stationery,6,12181.43,73088.58,23559.28,2025-02-24,North,Delhi,32.23,360433.03,56994.15,2025,2,1
ORD000095,CUST00029,Zachary Hicks,Office Chair,Furniture,7,12739.27,89174.89,21274.56,2025-10-23,North,Lucknow,23.86,366622.33,56994.15,2025,10,4
ORD003402,CUST00055,Shannon Jones,Coffee Beans,Groceries,5,21131.28,105656.4,5393.38,2023-05-18,South,Chennai,5.1,196851.8,56994.15,2023,5,2
ORD000407,CUST01744,Ann Kennedy,Jeans,Clothing,5,21467.78,107338.9,5824.31,2023-08-17,South,Hyderabad,5.43,306255.44,56994.15,2023,8,3
ORD005724,CUST00711,Anthony Jones,Smartphone,Electronics,6,18964.06,113784.36,32850.78,2025-06-15,North,Delhi,28.87,339744.69,56994.15,2025,6,2
ORD001141,CUST01063,Stephanie Evans,Coffee Table,Furniture,1,1670.36,1670.36,485.6,2024-08-23,West,Pune,29.07,28065.4,56994.15,2024,8,3
ORD005341,CUST00946,Paula Brown,Rug,Home Decor,4,8241.32,32965.28,3155.5,2025-03-04,West,Pune,9.57,115085.37,56994.15,2025,3,1
ORD000499,CUST00898,Elizabeth Dean,Smartphone,Electronics,7,17421.67,121951.69,41862.51,2023-12-12,North,Delhi,34.33,438918.59,56994.15,2023,12,4
ORD003105,CUST00808,Robert Gonzales,Pen Set,Stationery,2,2456.63,4913.26,1678.99,2023-04-23,West,Mumbai,34.17,163422.65,56994.15,2023,4,2
ORD007260,CUST00279,Shannon James,Wall Art,Home Decor,8,14533.49,116267.92,23073.69,2024-01-29,East,Kolkata,19.85,369340.39,56994.15,2024,1,1
ORD001564,CUST00975,Taylor Taylor,Sofa,Furniture,6,1287.94,7727.64,2611.48,2024-06-28,West,Mumbai,33.79,440126.48,56994.15,2024,6,2
ORD003853,CUST01284,Jesse Williams,Rug,Home Decor,6,24670.77,148024.62,46197.32,2024-03-28,East,Guwahati,31.21,298832.64,56994.15,2024,3,1
ORD004856,CUST01725,Sharon Young,Bluetooth Speaker,Electronics,6,11587.31,69523.86,6415.86,2025-07-23,North,Jaipur,9.23,303621.76,56994.15,2025,7,3
ORD000611,CUST00896,Ryan Murphy,Coffee Beans,Groceries,7,6540.87,45786.09,3864.04,2023-07-23,West,Pune,8.44,203204.28999999998,56994.15,2023,7,3
ORD006385,CUST00804,Rodney Williams,Snack Box,Groceries,6,18456.13,110736.78,7980.32,2025-03-11,East,Patna,7.21,358728.29,56994.15,2025,3,1
ORD004260,CUST00165,Michael Powell,T-Shirt,Clothing,1,22493.19,22493.19,7282.77,2024-05-27,South,Kochi,32.38,263241.78,56994.15,2024,5,2
ORD001722,CUST01151,Jennifer Young,Football,Sports,3,19966.6,59899.8,12373.56,2025-04-26,East,Patna,20.66,306662.67,56994.15,2025,4,2
ORD001074,CUST00131,Elizabeth Kelley,Bicycle,Sports,7,15924.1,111468.7,16567.1,2025-03-07,South,Hyderabad,14.86,502336.44,56994.15,2025,3,1
ORD000213,CUST00364,Nicole Parrish,Dining Table,Furniture,7,1159.76,8118.32,1085.69,2024-06-25,South,Bengaluru,13.37,115887.47,56994.15,2024,6,2
ORD002085,CUST00867,Lori Mason,Camera,Electronics,3,15477.18,46431.54,9888.0,2023-08-22,South,Chennai,21.3,444164.83,56994.15,2023,8,3
ORD007445,CUST01048,James Martin,Bluetooth Speaker,Electronics,7,5190.86,36336.02,9109.05,2025-06-01,West,Pune,25.07,353686.64999999997,56994.15,2025,6,2
ORD003794,CUST00840,Michele Smith,Running Shoes,Sports,1,24881.86,24881.86,4516.11,2023-01-02,East,Kolkata,18.15,238594.42,56994.15,2023,1,1
ORD007659,CUST00923,Megan Green,Coffee Table,Furniture,1,5728.72,5728.72,1748.3,2025-03-14,South,Hyderabad,30.52,70337.54000000001,56994.15,2025,3,1
ORD001076,CUST01091,Vincent Reyes,Tennis Racket,Sports,7,951.82,6662.74,2036.72,2023-06-10,South,Chennai,30.57,102208.54000000001,56994.15,2023,6,2
ORD007899,CUST01287,Carrie Valdez,Dining Table,Furniture,7,14683.63,102785.41,16616.45,2023-03-31,North,Jaipur,16.17,308624.95,56994.15,2023,3,1
ORD001062,CUST01600,Ronald Murray,Football,Sports,2,19669.54,39339.08,13541.31,2025-12-24,North,Jaipur,34.42,301216.24,56994.15,2025,12,4
ORD006261,CUST00256,Kristen Davis,Bluetooth Speaker,Electronics,6,20156.23,120937.38,27125.64,2024-01-18,North,Delhi,22.43,371974.6,56994.15,2024,1,1
ORD007538,CUST00312,Victor Taylor,Jeans,Clothing,1,10569.82,10569.82,1942.97,2023-06-02,East,Bhubaneswar,18.38,367639.76,56994.15,2023,6,2
ORD003854,CUST00156,Michelle Brown,T-Shirt,Clothing,5,3948.98,19744.9,2239.82,2025-12-10,South,Kochi,11.34,531828.99,56994.15,2025,12,4
ORD006346,CUST01271,Kevin Escobar,Cereal,Groceries,5,15145.15,75725.75,13219.97,2023-04-21,East,Guwahati,17.46,289183.56,56994.15,2023,4,2
ORD003636,CUST01351,Destiny Obrien,Desk Organizer,Stationery,8,17222.9,137783.2,7883.15,2025-06-16,East,Patna,5.72,386891.37,56994.15,2025,6,2
ORD003101,CUST01267,Shannon Taylor,Curtains,Home Decor,1,8128.33,8128.33,2520.13,2023-08-18,South,Bengaluru,31.0,241137.91999999998,56994.15,2023,8,3
ORD005674,CUST00011,Monica Herrera,Rice Bag,Groceries,8,3536.83,28294.64,6030.24,2023-09-05,North,Jaipur,21.31,414922.70999999996,56994.15,2023,9,3
ORD000426,CUST01095,Michael Cooper,Camera,Electronics,5,16247.65,81238.25,8366.36,2023-03-22,West,Ahmedabad,10.3,291909.42,56994.15,2023,3,1
ORD004637,CUST00472,Richard Cooper,Tablet,Electronics,1,10945.06,10945.06,2345.12,2025-11-08,North,Lucknow,21.43,188452.98,56994.15,2025,11,4
ORD007722,CUST01509,Desiree Spencer,Sofa,Furniture,4,17613.22,70452.88,18539.07,2025-07-14,South,Bengaluru,26.31,279935.62,56994.15,2025,7,3
ORD007537,CUST00515,Angelica Parker,Dress,Clothing,3,17993.18,53979.54,11498.68,2024-08-01,North,Delhi,21.3,142546.43,56994.15,2024,8,3
ORD006745,CUST00133,Mary Marshall,Headphones,Electronics,8,11122.72,88981.76,26722.46,2025-02-25,North,Lucknow,30.03,167023.76,56994.15,2025,2,1
ORD002315,CUST00407,Lori Hernandez,Curtains,Home Decor,6,15750.46,94502.76,15882.44,2025-12-29,South,Kochi,16.81,183182.41999999998,56994.15,2025,12,4
ORD004167,CUST00144,Christopher Rubio,Rice Bag,Groceries,6,22123.66,132741.96,38768.37,2024-04-25,East,Patna,29.21,526077.4,56994.15,2024,4,2
ORD005688,CUST00785,Margaret Harper,Smartwatch,Electronics,8,24172.61,193380.88,26478.94,2024-07-28,West,Mumbai,13.69,340153.97000000003,56994.15,2024,7,3
ORD007128,CUST01374,William Prince PhD,Dining Table,Furniture,5,14640.26,73201.3,7739.67,2023-11-15,North,Chandigarh,10.57,158941.99000000002,56994.15,2023,11,4
ORD006287,CUST00265,Yvonne Burns,Snack Box,Groceries,2,437.2,874.4,285.2,2023-08-31,South,Hyderabad,32.62,184535.55999999997,56994.15,2023,8,3
ORD005242,CUST00954,Alyssa Haynes,Cereal,Groceries,2,12858.7,25717.4,8732.72,2025-06-01,East,Patna,33.96,235685.96,56994.15,2025,6,2
ORD000732,CUST01660,Andre Terrell,Coffee Table,Furniture,4,17555.12,70220.48,4618.39,2024-01-02,South,Hyderabad,6.58,309262.29,56994.15,2024,1,1
ORD002922,CUST00815,Scott Duke,Jacket,Clothing,1,8332.29,8332.29,1969.27,2023-12-22,South,Chennai,23.63,315918.79,56994.15,2023,12,4
ORD006533,CUST01758,Kevin Hernandez,Bookshelf,Furniture,2,17411.47,34822.94,5365.7,2023-05-20,East,Bhubaneswar,15.41,250317.52,56994.15,2023,5,2
ORD002666,CUST00919,Bryan Moore,Smartwatch,Electronics,8,16772.9,134183.2,18007.28,2025-08-03,East,Guwahati,13.42,356952.2,56994.15,2025,8,3
ORD006232,CUST01582,David Mcdaniel,Headphones,Electronics,6,10566.42,63398.52,7319.09,2024-08-02,South,Hyderabad,11.54,572159.77,56994.15,2024,8,3
